,"""Infizierte_7_Tage"""
Altena,5
Balve,0
Halver,2
Hemer,0
Herscheid,0
Iserlohn,6
Kierspe,1
Lüdenscheid,16
Meinerzhagen,4
Menden,5
Nachrodt-Wiblingwerde,1
Neuenrade,1
Plettenberg,5
Schalksmühle,0
Werdohl,3
