,"""Infizierte_7_Tage"""
Altena,2
Balve,0
Halver,3
Hemer,3
Herscheid,1
Iserlohn,21
Kierspe,6
Lüdenscheid,37
Meinerzhagen,17
Menden,2
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,2
Schalksmühle,0
Werdohl,41
