,"""Infizierte_7_Tage"""
Altena,7
Balve,8
Halver,31
Hemer,44
Herscheid,14
Iserlohn,102
Kierspe,77
Lüdenscheid,98
Meinerzhagen,17
Menden,64
Nachrodt-Wiblingwerde,4
Neuenrade,19
Plettenberg,34
Schalksmühle,10
Werdohl,25
