,"""Infizierte_7_Tage"""
Altena,7
Balve,11
Halver,19
Hemer,45
Herscheid,19
Iserlohn,61
Kierspe,25
Lüdenscheid,87
Meinerzhagen,21
Menden,42
Nachrodt-Wiblingwerde,5
Neuenrade,5
Plettenberg,28
Schalksmühle,7
Werdohl,13
