,"""Infizierte_7_Tage"""
Altena,19
Balve,10
Halver,22
Hemer,46
Herscheid,6
Iserlohn,148
Kierspe,36
Lüdenscheid,126
Meinerzhagen,28
Menden,73
Nachrodt-Wiblingwerde,7
Neuenrade,14
Plettenberg,33
Schalksmühle,7
Werdohl,56
