,"""Infizierte_7_Tage"""
Altena,16
Balve,1
Halver,8
Hemer,35
Herscheid,4
Iserlohn,153
Kierspe,39
Lüdenscheid,93
Meinerzhagen,17
Menden,32
Nachrodt-Wiblingwerde,8
Neuenrade,13
Plettenberg,35
Schalksmühle,3
Werdohl,26
