,"""Infizierte_7_Tage"""
Altena,50
Balve,20
Halver,86
Hemer,115
Herscheid,18
Iserlohn,226
Kierspe,119
Lüdenscheid,260
Meinerzhagen,87
Menden,117
Nachrodt-Wiblingwerde,21
Neuenrade,34
Plettenberg,93
Schalksmühle,26
Werdohl,57
