,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,2
Hemer,7
Herscheid,1
Iserlohn,13
Kierspe,0
Lüdenscheid,8
Meinerzhagen,0
Menden,3
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,0
