,"""Infizierte_7_Tage"""
Altena,5
Balve,9
Halver,15
Hemer,15
Herscheid,3
Iserlohn,107
Kierspe,31
Lüdenscheid,82
Meinerzhagen,19
Menden,26
Nachrodt-Wiblingwerde,3
Neuenrade,5
Plettenberg,16
Schalksmühle,3
Werdohl,17
