,"""Infizierte_7_Tage"""
Altena,1
Balve,1
Halver,2
Hemer,4
Herscheid,0
Iserlohn,10
Kierspe,2
Lüdenscheid,25
Meinerzhagen,2
Menden,2
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,6
Schalksmühle,0
Werdohl,7
