,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,0
Hemer,6
Herscheid,0
Iserlohn,8
Kierspe,2
Lüdenscheid,10
Meinerzhagen,2
Menden,0
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,1
