,"""Infizierte_7_Tage"""
Altena,0
Balve,1
Halver,0
Hemer,2
Herscheid,1
Iserlohn,11
Kierspe,2
Lüdenscheid,13
Meinerzhagen,0
Menden,1
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,1
