,"""Infizierte_7_Tage"""
Altena,5
Balve,0
Halver,4
Hemer,16
Herscheid,2
Iserlohn,61
Kierspe,22
Lüdenscheid,67
Meinerzhagen,29
Menden,18
Nachrodt-Wiblingwerde,3
Neuenrade,2
Plettenberg,9
Schalksmühle,1
Werdohl,11
