,"""Infizierte_7_Tage"""
Altena,5
Balve,0
Halver,3
Hemer,6
Herscheid,2
Iserlohn,16
Kierspe,5
Lüdenscheid,29
Meinerzhagen,14
Menden,0
Nachrodt-Wiblingwerde,1
Neuenrade,1
Plettenberg,9
Schalksmühle,0
Werdohl,33
