,"""Infizierte_7_Tage"""
Altena,5
Balve,12
Halver,15
Hemer,16
Herscheid,3
Iserlohn,112
Kierspe,31
Lüdenscheid,85
Meinerzhagen,21
Menden,27
Nachrodt-Wiblingwerde,3
Neuenrade,6
Plettenberg,17
Schalksmühle,3
Werdohl,20
