,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,0
Hemer,6
Herscheid,0
Iserlohn,29
Kierspe,7
Lüdenscheid,24
Meinerzhagen,2
Menden,16
Nachrodt-Wiblingwerde,0
Neuenrade,8
Plettenberg,2
Schalksmühle,0
Werdohl,19
