,"""Infizierte_7_Tage"""
Altena,8
Balve,7
Halver,14
Hemer,13
Herscheid,4
Iserlohn,49
Kierspe,13
Lüdenscheid,40
Meinerzhagen,19
Menden,21
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,9
Schalksmühle,2
Werdohl,7
