,"""Infizierte_7_Tage"""
Altena,7
Balve,0
Halver,2
Hemer,7
Herscheid,1
Iserlohn,17
Kierspe,2
Lüdenscheid,18
Meinerzhagen,13
Menden,4
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,8
Schalksmühle,0
Werdohl,13
