,"""Infizierte_7_Tage"""
Altena,5
Balve,0
Halver,4
Hemer,8
Herscheid,1
Iserlohn,46
Kierspe,10
Lüdenscheid,60
Meinerzhagen,22
Menden,6
Nachrodt-Wiblingwerde,1
Neuenrade,5
Plettenberg,13
Schalksmühle,0
Werdohl,43
