,"""Infizierte_7_Tage"""
Altena,0
Balve,1
Halver,0
Hemer,1
Herscheid,0
Iserlohn,9
Kierspe,2
Lüdenscheid,15
Meinerzhagen,0
Menden,2
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,3
Schalksmühle,0
Werdohl,4
