,"""Infizierte_7_Tage"""
Altena,12
Balve,1
Halver,1
Hemer,20
Herscheid,3
Iserlohn,59
Kierspe,9
Lüdenscheid,59
Meinerzhagen,11
Menden,17
Nachrodt-Wiblingwerde,1
Neuenrade,13
Plettenberg,35
Schalksmühle,0
Werdohl,28
