,"""Infizierte_7_Tage"""
Altena,4
Balve,0
Halver,4
Hemer,16
Herscheid,2
Iserlohn,59
Kierspe,23
Lüdenscheid,71
Meinerzhagen,25
Menden,17
Nachrodt-Wiblingwerde,4
Neuenrade,2
Plettenberg,10
Schalksmühle,1
Werdohl,8
