,"""Infizierte_7_Tage"""
Altena,22
Balve,4
Halver,10
Hemer,42
Herscheid,1
Iserlohn,169
Kierspe,53
Lüdenscheid,107
Meinerzhagen,24
Menden,50
Nachrodt-Wiblingwerde,7
Neuenrade,21
Plettenberg,32
Schalksmühle,6
Werdohl,34
