,"""Infizierte_7_Tage"""
Altena,12
Balve,1
Halver,1
Hemer,25
Herscheid,3
Iserlohn,61
Kierspe,11
Lüdenscheid,56
Meinerzhagen,11
Menden,22
Nachrodt-Wiblingwerde,2
Neuenrade,10
Plettenberg,38
Schalksmühle,0
Werdohl,27
