,"""Infizierte_7_Tage"""
Altena,5
Balve,0
Halver,4
Hemer,5
Herscheid,0
Iserlohn,30
Kierspe,9
Lüdenscheid,51
Meinerzhagen,21
Menden,6
Nachrodt-Wiblingwerde,1
Neuenrade,6
Plettenberg,9
Schalksmühle,0
Werdohl,48
