,"""Infizierte_7_Tage"""
Altena,7
Balve,0
Halver,0
Hemer,15
Herscheid,0
Iserlohn,43
Kierspe,7
Lüdenscheid,37
Meinerzhagen,3
Menden,16
Nachrodt-Wiblingwerde,4
Neuenrade,16
Plettenberg,10
Schalksmühle,0
Werdohl,26
