,"""Infizierte_7_Tage"""
Altena,34
Balve,11
Halver,62
Hemer,68
Herscheid,24
Iserlohn,179
Kierspe,167
Lüdenscheid,225
Meinerzhagen,55
Menden,105
Nachrodt-Wiblingwerde,8
Neuenrade,16
Plettenberg,27
Schalksmühle,19
Werdohl,39
