,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,1
Hemer,2
Herscheid,1
Iserlohn,18
Kierspe,1
Lüdenscheid,6
Meinerzhagen,0
Menden,3
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,0
Schalksmühle,0
Werdohl,0
