,"""Infizierte_7_Tage"""
Altena,8
Balve,3
Halver,6
Hemer,14
Herscheid,3
Iserlohn,50
Kierspe,10
Lüdenscheid,49
Meinerzhagen,8
Menden,12
Nachrodt-Wiblingwerde,3
Neuenrade,10
Plettenberg,12
Schalksmühle,2
Werdohl,6
