,"""Infizierte_7_Tage"""
Altena,23
Balve,10
Halver,16
Hemer,35
Herscheid,13
Iserlohn,170
Kierspe,39
Lüdenscheid,122
Meinerzhagen,13
Menden,73
Nachrodt-Wiblingwerde,5
Neuenrade,11
Plettenberg,37
Schalksmühle,10
Werdohl,58
