,"""Infizierte_7_Tage"""
Altena,10
Balve,1
Halver,26
Hemer,15
Herscheid,9
Iserlohn,79
Kierspe,9
Lüdenscheid,78
Meinerzhagen,18
Menden,32
Nachrodt-Wiblingwerde,1
Neuenrade,5
Plettenberg,25
Schalksmühle,5
Werdohl,11
