,"""Infizierte_7_Tage"""
Altena,15
Balve,9
Halver,16
Hemer,50
Herscheid,4
Iserlohn,134
Kierspe,42
Lüdenscheid,133
Meinerzhagen,29
Menden,66
Nachrodt-Wiblingwerde,6
Neuenrade,16
Plettenberg,40
Schalksmühle,3
Werdohl,50
