,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,1
Hemer,6
Herscheid,1
Iserlohn,4
Kierspe,1
Lüdenscheid,12
Meinerzhagen,0
Menden,2
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,0
