,"""Infizierte_7_Tage"""
Altena,7
Balve,0
Halver,1
Hemer,8
Herscheid,0
Iserlohn,5
Kierspe,0
Lüdenscheid,9
Meinerzhagen,1
Menden,6
Nachrodt-Wiblingwerde,0
Neuenrade,1
Plettenberg,9
Schalksmühle,1
Werdohl,3
