,"""Infizierte_7_Tage"""
Altena,64
Balve,39
Halver,83
Hemer,106
Herscheid,21
Iserlohn,236
Kierspe,108
Lüdenscheid,307
Meinerzhagen,93
Menden,98
Nachrodt-Wiblingwerde,23
Neuenrade,43
Plettenberg,81
Schalksmühle,40
Werdohl,51
