,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,2
Hemer,6
Herscheid,0
Iserlohn,18
Kierspe,2
Lüdenscheid,30
Meinerzhagen,4
Menden,5
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,8
Schalksmühle,0
Werdohl,9
