,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,1
Hemer,7
Herscheid,2
Iserlohn,15
Kierspe,0
Lüdenscheid,9
Meinerzhagen,0
Menden,3
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,0
Schalksmühle,0
Werdohl,0
