,"""Infizierte_7_Tage"""
Altena,54
Balve,24
Halver,86
Hemer,107
Herscheid,17
Iserlohn,225
Kierspe,113
Lüdenscheid,290
Meinerzhagen,85
Menden,100
Nachrodt-Wiblingwerde,22
Neuenrade,36
Plettenberg,114
Schalksmühle,29
Werdohl,44
