,"""Infizierte_7_Tage"""
Altena,8
Balve,8
Halver,16
Hemer,35
Herscheid,20
Iserlohn,163
Kierspe,31
Lüdenscheid,114
Meinerzhagen,19
Menden,41
Nachrodt-Wiblingwerde,3
Neuenrade,9
Plettenberg,35
Schalksmühle,8
Werdohl,38
