,"""Infizierte_7_Tage"""
Altena,60
Balve,19
Halver,81
Hemer,118
Herscheid,33
Iserlohn,300
Kierspe,37
Lüdenscheid,349
Meinerzhagen,65
Menden,144
Nachrodt-Wiblingwerde,15
Neuenrade,19
Plettenberg,109
Schalksmühle,27
Werdohl,70
