,"""Infizierte_7_Tage"""
Altena,6
Balve,0
Halver,2
Hemer,2
Herscheid,0
Iserlohn,9
Kierspe,1
Lüdenscheid,16
Meinerzhagen,5
Menden,8
Nachrodt-Wiblingwerde,1
Neuenrade,1
Plettenberg,3
Schalksmühle,0
Werdohl,5
