,"""Infizierte_7_Tage"""
Altena,49
Balve,24
Halver,82
Hemer,114
Herscheid,19
Iserlohn,222
Kierspe,114
Lüdenscheid,267
Meinerzhagen,81
Menden,113
Nachrodt-Wiblingwerde,19
Neuenrade,39
Plettenberg,97
Schalksmühle,28
Werdohl,52
