,"""Infizierte_7_Tage"""
Altena,0
Balve,1
Halver,2
Hemer,3
Herscheid,0
Iserlohn,7
Kierspe,1
Lüdenscheid,20
Meinerzhagen,2
Menden,2
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,6
Schalksmühle,0
Werdohl,7
