,"""Infizierte_7_Tage"""
Altena,12
Balve,1
Halver,1
Hemer,27
Herscheid,3
Iserlohn,62
Kierspe,10
Lüdenscheid,61
Meinerzhagen,10
Menden,21
Nachrodt-Wiblingwerde,2
Neuenrade,10
Plettenberg,39
Schalksmühle,0
Werdohl,27
