,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,1
Hemer,1
Herscheid,0
Iserlohn,2
Kierspe,1
Lüdenscheid,7
Meinerzhagen,2
Menden,3
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,1
