,"""Infizierte_7_Tage"""
Altena,5
Balve,9
Halver,15
Hemer,16
Herscheid,3
Iserlohn,103
Kierspe,31
Lüdenscheid,82
Meinerzhagen,19
Menden,26
Nachrodt-Wiblingwerde,4
Neuenrade,3
Plettenberg,16
Schalksmühle,2
Werdohl,13
