,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,0
Hemer,5
Herscheid,0
Iserlohn,5
Kierspe,2
Lüdenscheid,10
Meinerzhagen,0
Menden,1
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,2
