,"""Infizierte_7_Tage"""
Altena,54
Balve,30
Halver,95
Hemer,98
Herscheid,18
Iserlohn,217
Kierspe,108
Lüdenscheid,305
Meinerzhagen,81
Menden,107
Nachrodt-Wiblingwerde,23
Neuenrade,40
Plettenberg,111
Schalksmühle,39
Werdohl,40
