,"""Infizierte_7_Tage"""
Altena,9
Balve,5
Halver,18
Hemer,10
Herscheid,5
Iserlohn,50
Kierspe,8
Lüdenscheid,43
Meinerzhagen,17
Menden,22
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,15
Schalksmühle,3
Werdohl,10
