,"""Infizierte_7_Tage"""
Altena,9
Balve,5
Halver,16
Hemer,10
Herscheid,4
Iserlohn,51
Kierspe,11
Lüdenscheid,41
Meinerzhagen,18
Menden,24
Nachrodt-Wiblingwerde,2
Neuenrade,1
Plettenberg,11
Schalksmühle,3
Werdohl,10
