,"""Infizierte_7_Tage"""
Altena,6
Balve,10
Halver,21
Hemer,46
Herscheid,13
Iserlohn,66
Kierspe,22
Lüdenscheid,92
Meinerzhagen,20
Menden,42
Nachrodt-Wiblingwerde,4
Neuenrade,5
Plettenberg,26
Schalksmühle,9
Werdohl,12
