,"""Infizierte_7_Tage"""
Altena,7
Balve,7
Halver,6
Hemer,15
Herscheid,2
Iserlohn,49
Kierspe,10
Lüdenscheid,43
Meinerzhagen,19
Menden,16
Nachrodt-Wiblingwerde,1
Neuenrade,2
Plettenberg,11
Schalksmühle,2
Werdohl,3
