,"""Infizierte_7_Tage"""
Altena,5
Balve,13
Halver,16
Hemer,13
Herscheid,5
Iserlohn,114
Kierspe,30
Lüdenscheid,91
Meinerzhagen,17
Menden,33
Nachrodt-Wiblingwerde,4
Neuenrade,9
Plettenberg,20
Schalksmühle,3
Werdohl,24
