,"""Infizierte_7_Tage"""
Altena,10
Balve,0
Halver,3
Hemer,4
Herscheid,0
Iserlohn,9
Kierspe,1
Lüdenscheid,19
Meinerzhagen,6
Menden,6
Nachrodt-Wiblingwerde,1
Neuenrade,1
Plettenberg,8
Schalksmühle,0
Werdohl,9
