,"""Infizierte_7_Tage"""
Altena,4
Balve,8
Halver,25
Hemer,24
Herscheid,17
Iserlohn,140
Kierspe,15
Lüdenscheid,111
Meinerzhagen,17
Menden,39
Nachrodt-Wiblingwerde,1
Neuenrade,13
Plettenberg,22
Schalksmühle,4
Werdohl,25
