,"""Infizierte_7_Tage"""
Altena,21
Balve,11
Halver,15
Hemer,33
Herscheid,13
Iserlohn,171
Kierspe,40
Lüdenscheid,123
Meinerzhagen,15
Menden,73
Nachrodt-Wiblingwerde,7
Neuenrade,10
Plettenberg,43
Schalksmühle,10
Werdohl,60
