,"""Infizierte_7_Tage"""
Altena,5
Balve,0
Halver,1
Hemer,9
Herscheid,0
Iserlohn,11
Kierspe,1
Lüdenscheid,5
Meinerzhagen,0
Menden,2
Nachrodt-Wiblingwerde,0
Neuenrade,1
Plettenberg,9
Schalksmühle,1
Werdohl,3
