,"""Infizierte_7_Tage"""
Altena,221
Balve,129
Halver,277
Hemer,803
Herscheid,95
Iserlohn,1945
Kierspe,381
Lüdenscheid,1500
Meinerzhagen,507
Menden,1209
Nachrodt-Wiblingwerde,123
Neuenrade,220
Plettenberg,462
Schalksmühle,137
Werdohl,386
