,"""Infizierte_7_Tage"""
Altena,9
Balve,1
Halver,2
Hemer,6
Herscheid,3
Iserlohn,48
Kierspe,13
Lüdenscheid,48
Meinerzhagen,15
Menden,10
Nachrodt-Wiblingwerde,4
Neuenrade,5
Plettenberg,16
Schalksmühle,0
Werdohl,23
