Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,355,11
Großrosseln,329,4
Heusweiler,741,25
Kleinblittersdorf,635,6
Püttlingen,747,2
Quierschied,509,10
Riegelsberg,634,11
Saarbrücken,8819,163
Sulzbach/Saar,635,33
Völklingen,2262,30
