Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,359,1
Großrosseln,329,0
Heusweiler,746,1
Kleinblittersdorf,639,1
Püttlingen,758,3
Quierschied,517,0
Riegelsberg,636,0
Saarbrücken,8938,43
Sulzbach/Saar,654,6
Völklingen,2274,4
