Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,391,5
Großrosseln,346,1
Heusweiler,833,33
Kleinblittersdorf,693,25
Püttlingen,857,37
Quierschied,574,9
Riegelsberg,714,26
Saarbrücken,10104,322
Sulzbach/Saar,711,7
Völklingen,2596,108
