Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,367,3
Großrosseln,330,0
Heusweiler,755,6
Kleinblittersdorf,646,3
Püttlingen,779,7
Quierschied,528,6
Riegelsberg,645,4
Saarbrücken,9207,155
Sulzbach/Saar,671,14
Völklingen,2340,49
