Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,377,11
Großrosseln,333,1
Heusweiler,773,20
Kleinblittersdorf,660,14
Püttlingen,785,6
Quierschied,542,10
Riegelsberg,657,13
Saarbrücken,9498,269
Sulzbach/Saar,687,15
Völklingen,2429,86
